"userName","userID","publicReposCount","followersCount","followingCount","subscriptionsCount"
"jilinwula","10920508","4","0","0","3"
"jilu123","22087796","11","0","0","1"
"Jimbo994","23170678","7","0","0","0"
"jimdaxu","14083020","5","2","1","5"
"jimfo","5784029","13","0","0","13"
"jimin530","12560645","10","1","0","10"
"jimitjaishwal","7248789","27","3","6","27"
"jimma","91742","63","4","1","30"
"Jimmy-Ma","19589467","5","0","0","5"
"jimmyblylee","18160932","20","0","0","6"
"JimmyDaddy","16460813","11","0","0","13"
"jimmyjr3","20714469","2","0","0","0"
"JimmyLegend","19687232","3","0","0","4"
"jimmymoshi","18033534","3","0","0","3"
"jimmyxuster","23429635","3","0","0","0"
"jimxliu","22333197","5","0","0","0"
"jimyth01","11800262","15","0","0","15"
"JimZhou-001","20809626","5","2","0","0"
"jin09","19862267","23","0","4","24"
"Jin0932","9883881","3","0","0","4"
"jin123hui","23186094","6","1","0","0"
"jinal90","14799237","13","1","0","13"
"JinbiaoYu","17820593","10","0","0","12"
"JinboWH","12773514","4","0","0","4"
"jinchenghao","19658554","6","0","0","6"
"JinchengL","10584740","2","1","0","4"
"jinfei21","3380100","63","14","66","30"
"jingcai-wei","6958435","7","0","0","8"
"jingdongWang92","14922915","7","0","0","7"
"JinGeek","3939565","36","4","11","30"
"JingEric","17843961","10","0","0","10"
"Jingeun","12993952","15","1","0","18"
"jinghewang","10156480","64","0","3","29"
"Jingle-seven","18697377","8","0","1","8"
"jinglebells","6213690","3","1","0","6"
"Jingxingye","19197942","6","0","0","6"
"jingyu91","10904740","17","2","4","20"
"jingzhu18211034163","23010891","7","0","0","0"
"JinhuaW","15105727","8","0","0","8"
"JinHyuk-Lee","19901845","8","0","0","8"
"jinhyuks08","23202338","6","0","0","0"
"jinjoochoi","5875160","16","2","1","18"
"jinliang123","11570093","2","0","0","2"
"jinmi16","17299210","13","0","0","18"
"jinoohome","14193442","3","1","0","6"
"jinpp","23441737","2","1","1","0"
"Jinquan-Li","20313015","3","0","0","3"
"JinShiYe","20807124","6","2","0","0"
"jinshu1981","12123814","11","0","0","11"
"jinsuk3377","11266969","4","1","0","5"
"jintkai","8010652","7","0","0","7"
"jinwoo84","21163162","1","0","0","0"
"jinxingxgx","9739763","5","0","0","5"
"JinXinNJU","8840957","11","5","16","17"
"jinyoung95","15100156","1","4","0","4"
"jinyowo","11749756","9","3","1","11"
"JioCloud","5500757","241","0","0","0"
"JiongYuan","22083377","11","0","0","0"
"Jiovana","11854286","3","7","31","4"
"jirapornpraneet","20412177","9","0","0","9"
"JiSeungHoon","21056498","3","0","2","0"
"jishenghua","22312386","2","0","0","1"
"jishnupradeep","8759601","9","0","1","10"
"jisoofrancesca","20392930","4","0","1","8"
"jisu0123","20181054","8","1","1","10"
"JisusKraist","6759609","1","0","0","1"
"jitendra36","8860394","3","0","0","2"
"jitendraAndroid","13868320","1","0","0","1"
"jithendhiralal","5319006","5","2","1","7"
"jitingambhir","6885582","5","0","1","6"
"jitzian","7937304","82","3","16","30"
"jiuliano","19377183","5","1","0","5"
"jiumeng01","18553488","3","0","0","3"
"jiushi555","8147352","8","4","3","8"
"jiushigan","20198529","11","0","1","11"
"Jivan517","4835235","17","11","1","17"
"jixinheng","22022012","4","1","1","0"
"jiyewushen","16441451","5","0","0","5"
"jiyiren","7271380","54","11","32","30"
"JiyuTheShark","14334647","1","0","0","1"
"JizhouLiu","22044903","2","0","0","1"
"JizxGit","18480104","5","0","0","5"
"jizzmo","22865833","3","0","0","0"
"JJ-Luna","15895591","5","0","0","5"
"jj-mohan","18598685","1","0","0","1"
"jjaegoon","14245296","8","1","0","10"
"jjastrow","17008582","22","0","1","7"
"jjaviergr","6544180","70","2","2","30"
"JJCADIZ","20188605","8","2","5","9"
"jjdxmashl","9255473","133","61","0","22"
"JJertok","22245022","2","0","0","0"
"jjhappyforever","4033508","25","7","1","27"
"jjjgalliano","7714778","6","0","1","6"
"jjjikolpp","21661731","5","0","0","0"
"jjjosemar","9445600","2","0","0","2"
"JJOL","7508065","26","0","3","29"
"JJorgeRCastillo","7152507","21","5","0","23"
"jjsawan","22985598","3","0","0","0"
"jjsebasv","7543795","22","2","2","30"
"jjtuttle","2349101","23","0","1","18"
"jjv722","9059949","4","2","2","8"
"JJvoid","22271718","4","0","0","0"
"jk94","8340860","15","0","1","15"
"jkairos","8041786","6","0","1","6"
"JKarthaus","7149491","13","0","4","15"
"jkasun","19645544","4","0","0","4"
"jkblume","10564875","3","0","1","4"
"jkcubeta","19748833","2","0","0","2"
"jkim24","17490465","3","2","0","5"
"jkleiber","10378677","9","0","0","23"
"jklinin","9655275","7","1","0","7"
"jkloppenburg1","21348860","26","0","0","0"
"jkm2494","17757811","3","0","0","4"
"JKMSQD","19679049","3","0","0","3"
"jkomyno","12381818","136","4","25","30"
"jkossow","16760792","3","0","0","3"
"jkozh","22068784","4","0","0","1"
"jkpala","19157207","3","1","4","2"
"jkuijkui","7880196","1","0","0","1"
"jlbavaresco","8292032","14","10","0","3"
"jlchechu","23308570","1","0","0","0"
"jlessa","4392030","8","3","1","11"
"jlewisitv","22446166","7","0","0","0"
"jlhe97","17715958","10","5","2","12"
"jlim13","12755513","10","0","0","3"
"jliqing","22743165","6","0","0","0"
"jlnabais","840100","6","8","12","11"
"jlolling","8038781","33","3","1","30"
"jlopez19","15658956","9","0","0","8"
"jlovey","14995794","2","0","0","2"
"jlppc","19653047","2","0","2","2"
"jlran","19398938","6","0","0","6"
"jlsan92","6589792","8","8","10","10"
"jlsheshen","19256933","18","0","0","18"
"jlsupero","16587413","1","0","0","1"
"JLyons1985","7035829","7","1","0","7"
"jm-jimenez","14315033","6","3","4","6"
"jm179796","22676782","1","0","0","0"
"jmamczynska","20205583","2","0","0","2"
"jmayrowski","19836960","3","1","6","5"
"jmcevoy1984","13876065","9","2","3","10"
"jmdra","19336115","21","1","1","21"
"jmebia","13554510","15","13","15","17"
"jmecn","5283598","22","2","0","25"
"jmepg","11162141","9","10","12","20"
"jmew","15910920","7","4","2","5"
"jmf9808","14791457","2","0","0","2"
"jmgvaladez","10509123","18","1","6","18"
"jmhanna","11573728","4","0","1","4"
"JMichalowski1","20826238","4","0","0","0"
"jmieaguinaldo","8310104","6","1","6","7"
"jmin2018","18708530","6","0","0","6"
"jmj3581","22049906","3","1","1","0"
"jmmrcp","5806038","14","0","0","13"
"Jmol-OVR","23157230","1","0","0","0"
"jmorocho","6473018","20","1","3","29"
"jmortega","4352324","87","33","6","30"
"jms1982","12745808","5","0","0","5"
"jmsliujiajie","19661831","3","0","0","3"
"jmtechsolutions","18347110","2","0","0","2"
"jmtimko5","6867087","3","0","0","6"
"jmz-aosp","23420296","20","0","0","0"
"jndx-snow","16409876","5","0","3","5"
"JNDX25219","17444354","3","0","0","0"
"JNFC-yangdianwen","19198011","67","2","3","30"
"JNFeicui-liuyue","19197993","19","1","5","19"
"jnile","23471367","1","0","0","0"
"JNM-2T17","10586589","24","0","0","0"
"JntReyes","22036776","5","0","1","0"
"jnylen","3946116","20","5","15","30"
"joabbremer","15130469","2","1","1","5"
"joalgoca","20956332","2","0","0","0"
"joancace","18756988","9","1","0","9"
"JoanJia","15226715","5","1","4","8"
"JoannaSosnowska","22052331","2","0","0","0"
"joanneosy","11311069","4","0","0","6"
"joao-parana","1621241","198","15","38","30"
"Joao6","20707340","3","0","0","1"
"JoaoCastelli","11559304","1","3","6","1"
"joaodaher","9717144","13","3","1","14"
"joaoevangelista","5256711","82","177","32","30"
"joaofsoares","18266707","5","0","0","6"
"joaofunes","7470877","5","0","5","9"
"JoaoGFarias","1585655","39","20","60","30"
"JoaoMarcosChaves","20470939","4","0","0","4"
"joaomarcoscorreia","19879694","1","0","0","1"
"JoaoN","9201458","15","1","0","15"
"JoaoNeto87","4921522","16","0","0","16"
"joaopedronardari","4443263","33","59","222","30"
"joaops","13134455","9","1","0","11"
"joaotrindade","3717767","16","4","13","17"
"joaotux","6289467","3","1","0","4"
"joaovitormarques","11546507","14","1","1","24"
"joaovperin","18648232","6","0","0","6"
"JoaquimLey","6922748","10","39","9","15"
"jobinthompu","15005355","6","0","0","8"
"jochenreutelshoefer","21088891","2","0","0","0"
"JockerGG","6700974","6","2","2","6"
"JocsaPB","17256764","8","1","0","9"
"Jocy710","23192553","2","0","0","0"
"Jodainc","19319152","8","0","1","8"
"jodejar214","9385902","10","0","0","12"
"Joe-eoJ","14802212","4","0","1","4"
"joe45699","15250571","1","0","0","2"
"JoeBeeton","11488268","5","0","0","5"
"joecaraccio","966352","13","0","3","12"
"joeender","7042745","6","0","0","7"
"joeg3","16312166","5","0","0","5"
"joehwang","109691","17","5","12","17"
"JoeK33","11791907","6","1","0","6"
"joel-vaucher","14277234","4","1","0","8"
"JoelBuhrman","11948269","10","1","0","12"
"JoelCalebPA","22090317","5","0","0","0"
"JoelKowalski","15126778","3","5","6","3"
"joellinho","16049189","27","0","3","27"
"joelowj","13001361","12","2","4","24"
"joelpadamadan","22176434","4","0","0","0"
"joelTo","23456145","9","0","0","0"
"joelweon","23046195","3","0","3","0"
"JoelZhu","19279481","2","0","0","4"
"joen194","17287950","9","4","5","14"
"JoeSvr95","21210059","1","0","0","0"
"joetang1989","16268773","57","0","0","30"
"joey-greenowlmobile","19782843","4","0","0","4"
"joeyforte101","11529477","2","2","1","3"
"joeykieboom","11156397","4","0","0","6"
"joeymejias","6010775","125","1","6","30"
"JoeySheng","10010092","10","0","0","10"
"joeyvlin","6790309","8","1","0","16"
"jofrantoba","3167019","12","5","24","23"
"jogorm","6841021","6","0","0","6"
"Johan119","8429456","8","0","0","8"
"JohanBorgen","19979997","21","1","0","21"
"JohanCosemans","3331341","3","0","0","4"
"JohannC","10575165","3","0","0","3"
"JohannesBakker","13920408","56","0","0","25"
"johannesMayerl","17590394","2","1","0","3"
"johannesmu","1770873","17","7","0","18"
"JohannesS93","13890166","3","0","0","3"
"johannesweber","5886526","7","3","8","12"
"johantutor","20085950","1","0","0","1"
"John-J-Russell","17090140","14","0","0","16"
"john-kyuhae-lee","19966408","9","0","0","10"
"John-Y-C","21121437","4","21","28","0"
"johnathan911","20659599","1","0","0","1"
"johnatta","1485424","9","0","0","9"
"JohnBerinda","16321204","7","1","0","8"
"johnbolia","2423766","11","0","1","9"
"JohnCaboose","5908654","7","2","4","7"
"johnChnia","12187260","36","2","10","30"
"JohnCny","3070189","33","3","0","30"
"johndear","4816574","14","0","0","14"
"johnessaju","20510143","9","0","0","9"
"JohnGomez","7232573","9","13","20","12"
"johngummadi","185044","32","1","1","29"
"JohnJacket","6059421","5","1","1","6"
"johnjang","6455319","3","0","1","3"
"JohnKanakakis","4437572","2","0","0","2"
"johnkoh2014","19252449","4","0","0","8"
"johnlee2018","23629128","1","0","0","0"
"JohnLeeBUAA","8058019","15","2","0","17"
"johnmark11","20364873","3","4","2","4"
"JohnMCrooks","19226510","61","4","12","30"
"johnmiller86","16950471","40","2","2","30"
"johnmwaller","22383644","3","0","0","0"
"JohnneyAnn","19511564","2","0","0","2"
"johnny8353","18203365","14","0","1","15"
"johnnybalats","6979320","3","1","3","3"
"johnnyle24","14046746","13","1","0","14"
"johnnymeach","10494925","6","0","0","8"
"JohnOracleDoe","22940190","3","0","0","0"
"johnosullivan","19661156","4","0","0","4"
"johnPrinceOx","16800778","1","0","0","1"
"JohnSantaguida","10547849","9","0","0","11"
"johnsenxu","1546094","4","2","0","4"
"johnson1018","12745961","7","2","1","7"
"JohnsonGreen","22489027","2","0","0","0"
"johnsonmoon","14367670","26","1","1","26"
"johnsuchocki","20773326","30","1","0","0"
"johntalbot1215","13501183","18","5","11","24"
"johntomcy","1597490","10","5","21","12"
"JohnVoronkin","9764160","8","1","7","8"
"JohnWyeth","19783103","2","0","0","2"
"Joicyellen23","10976803","3","2","10","5"
"JoinDevathon","20550990","188","0","0","0"
"joinee0208","3191056","9","1","4","0"
"joivesca","20099600","7","0","0","7"
"jojo1230","22524202","1","0","0","0"
"jojoeag","14292261","2","0","0","4"
"jojonarte","11880365","45","4","20","30"
"jokamjohn","8848097","213","9","15","30"
"joker002","22928607","2","0","0","0"
"Joker168","21210850","2","0","0","0"
"Joker1995","12840349","5","0","0","5"
"jokerboga111","16528542","9","1","1","11"
"JokerSSmile","14825145","11","0","0","11"
"joking67","21200193","1","0","0","0"
"JokinZhou","20353298","3","0","0","3"
"Joklost","9192329","14","0","1","15"
"jolabti","8014583","35","16","11","30"
"joladu","22518677","6","0","0","0"
"jolsendev","8846600","18","2","0","19"
"jomanwong","21265417","2","0","0","0"
"joms-z","11532554","4","0","0","5"
"jon-guiriba01","6667335","1","0","0","2"
"jona04","3274698","15","0","1","15"
"jonajgs","9200075","8","3","11","9"
"jonaldcantila","21171525","2","1","0","0"
"jonart","5780263","3","0","1","3"
"jonasleal","20739943","2","0","0","0"
"jonasverme","5136106","2","0","0","2"
"jonaswon","19408198","6","0","0","6"
"jonatan82mx","20130860","1","0","0","1"
"jonatanvicente","1706861","4","1","0","4"
"jonatasvieira","11575866","10","2","0","18"
"jonathan-pe","11398260","3","0","0","3"
"Jonathan-Silva","15783623","8","3","1","9"
"jonathan-zheng","22656430","3","0","0","0"
"jonathan426","20867864","1","0","0","0"
"JonathanAJ","12076722","20","2","10","20"
"jonathanarodr","10449607","14","6","8","15"
"jonathanbertoldi","22009820","8","2","0","1"
"jonathanbraga","17458669","11","5","5","11"
"jonathaneyster","9712229","10","5","0","13"
"JonathanHenryDaley","13995985","19","0","0","20"
"JonathanJumper","18431708","3","0","1","7"
"JonathanKirknes","17483938","13","1","4","18"
"jonathanrepko","12237803","3","0","0","4"
"jonathanshuai","11371038","2","0","0","3"
"JonathanVeg","2810809","18","7","5","21"
"jonathanwerle","18647622","4","0","0","0"
"jonathanwyatt16","16602032","7","0","0","5"
"joncalfer","21366908","4","0","0","0"
"jonchang03","5785137","5","1","1","9"
"joneskevin","20527747","3","0","0","3"
"joneskristopher","8633359","23","0","0","23"
"jong-hyuck","22628060","1","0","0","0"
"jongchanrim","14155977","7","0","0","8"
"jonhare","1141847","26","32","1","30"
"JonHerrera","19628729","9","7","7","9"
"JonnyFucker","20371172","7","0","0","7"
"jonnywit13","23195861","3","0","0","0"
"Jonothan-Ho","7765387","9","0","0","12"
"JonSchaeffer","15791971","6","0","0","6"
"JonStargaryen","9744615","3","2","4","5"
"jonster100","17045380","3","1","2","4"
"JonTvermose","11473279","4","0","0","16"
"jonydev","18723023","13","1","4","7"
"JonyLucas","19211058","5","0","0","9"
"JonyVoy","16282823","2","0","0","2"
"Jooakim","8995142","11","0","0","12"
"jooita","13267672","5","0","0","5"
"JoonHyukYang","19388940","9","0","0","10"
"JoonSangYoo","19562168","1","0","0","1"
"Jooooooooo","20218216","5","0","0","5"
"JooperGe","18185507","123","0","4","30"
"Joothi","20060890","1","0","0","1"
"JophielV","22068914","4","0","0","0"
"JoRDaN-1337","14135241","2","5","4","2"
"JordanBell","6483360","10","5","2","12"
"jordane-quincy","1507387","25","0","0","26"
"jordanmarques","8805001","21","2","0","22"
"jordanpichler","17742020","1","0","0","2"
"joren485","7031489","17","13","9","19"
"jorennejf","19924294","13","0","0","13"
"Jorge199","21346157","2","0","0","0"
"jorgealmeidajr","6424524","10","0","0","9"
"jorgearmandotu","15717397","7","1","1","8"
"jorgeberjano","20354986","1","0","0","1"
"JorgeBoscan","1746127","9","1","0","10"
"jorgechaviel","16870226","1","0","0","1"
"JorgeFabioPiris","20794886","11","0","0","0"
"JorgeGit14288","20671364","6","0","0","6"
"jorgelgutierrez","22475123","7","0","0","0"
"JorgenPo","6198711","8","2","1","14"
"JorgeRodriguez21","18278131","9","0","0","9"
"jorgesanji","2444303","9","0","0","9"
"jorgesnk","22120260","4","0","0","0"
"Jorian66","5627554","2","0","0","2"
"jorid","3511224","3","1","2","7"
"Joridan","991296","3","0","0","3"
"Jorixbg","15651342","2","0","0","2"
"JorleyOliveira","11988742","1","0","0","1"
"jorliano","4348937","15","1","0","16"
"jorokba","23043579","2","0","0","0"
"jose-lopez","12767510","3","0","0","3"
"joseanguiano","19578311","10","0","0","10"
"JoseAntonioLpz","24213487","2","2","4","0"
"JoseArceDev","8932412","12","2","29","12"
"joseavila1982","17487283","5","0","0","5"
"josecarlossilva","727583","8","6","20","17"
"josecarranza","2192128","11","2","0","11"
"josecastilla8","14807266","2","0","1","3"
"Josecayo","20940838","5","0","0","0"
"josecdeveloper","22670246","7","0","0","0"
"josecefe","20614190","1","0","0","1"
"josecolella","1974588","39","31","11","30"
"JoseCPereira","12232499","4","1","0","4"
"JOSEduSystem","22429214","1","0","0","0"
"JoseFelipeSilva","22545415","1","1","1","0"
"JoseFelix88","16869165","11","0","0","11"
"josefpb","16062137","2","0","0","2"
"JoseFranciscoSanchezGutierrez","16461953","2","0","0","2"
"joseFromis","6179830","10","0","0","10"
"JoseJacin","18284258","15","2","7","11"
"Joseleon1903","20935285","3","0","0","0"
"JoseluGames","10799403","8","1","0","9"
"joseluisGA","16915397","1","0","0","1"
"Josemalyson","11745102","13","0","8","13"
"josemari11","24275049","1","0","0","0"
"josemauro2016","21323874","1","0","0","0"
"josemiguesuarez","6616307","13","0","0","25"
"josepena0409","4828723","3","0","0","3"
"joseph1506","12069557","1","0","0","1"
"josephassiga","3042448","35","3","7","30"
"JosephCargill","20575218","3","0","0","3"
"josephdalughut","9673328","19","1","1","19"
"josephp27","13935624","11","2","2","11"
"josephst","1269177","14","1","0","21"
"JosephTF","19924303","9","0","1","10"
"JoseRafael97","9648768","13","10","24","21"
"joserodriguezgit","15617080","1","1","1","1"
"JoseTiago","8368556","10","0","2","11"
"josevabraham","20163490","2","0","0","2"
"josevaisman","11791425","26","0","0","1"
"josevini29","22475804","1","0","0","0"
"josh-hsu","14963683","7","2","1","8"
"josh26757","9000215","21","3","2","21"
"joshcarroll93","21548663","2","2","5","0"
"joshduf","10575658","2","0","0","2"
"JosHernan","5664768","30","9","33","30"
"joshfischer1108","5785700","11","5","1","11"
"JoshOFarrell","6849414","9","2","1","9"
"Joshpin","22838585","1","0","0","0"
"JoshPTucker","19862700","44","0","0","30"
"joshrestivo","1266539","2","0","0","7"
"JoshSamOrg","20375772","1","0","0","0"
"Joshua-Wang","6940489","8","3","6","8"
"joshuaapp","14844006","4","0","0","5"
"joshuab2121","13610074","5","0","0","5"
"joshuacords","20051725","5","0","0","5"
"JoshuaFraney","21028454","12","0","0","0"
"joshuakosasih","19486056","7","0","0","11"
"joshuasrjc","13938618","4","1","1","13"
"joshuat6","1444250","10","0","0","10"
"joshuaurg","10765919","22","0","0","22"
"joshuavalluru","22898235","2","0","0","0"
"joshuawnc","14919658","2","0","0","3"
"joshuaxu1995","16597010","6","0","0","7"
"joshxjin","16197872","8","1","0","5"
"JoshZeisloft","22381781","2","1","0","0"
"JosiahDM","15085018","13","10","12","16"
"josiasMO","9166021","8","2","0","9"
"josimarloch","3080902","7","9","11","12"
"josubarrientos","10325956","8","3","4","9"
"josueisahu","12363114","4","0","1","10"
"josuerojasrojas","10749061","7","1","0","8"
"jothy1023","14975630","10","17","18","10"
"JotinhaBR","6248317","2","0","0","5"
"JourdanWallace","8630036","13","0","0","13"
"Journey1510","15166900","15","2","3","15"
"jouvyap","7111281","7","1","0","19"
"jovelromeo","23314075","6","2","3","0"
"jovicazaric","15946212","1","1","0","6"
"jovidel80","8010739","16","0","0","17"
"joviedopandora","18237769","2","0","0","2"
"jovigb","15901882","15","0","0","15"
"jowasp","6704344","30","2","0","30"
"joy-inc","21470408","16","0","0","0"
"Joyce000","20965555","1","1","0","0"
"Joyce137","11551253","10","1","0","10"
"JoyceYao","12128705","22","0","1","27"
"joychen1579","20336122","20","1","4","20"
"joydivision","20756911","3","1","1","0"
"joyme123","12330420","18","3","1","24"
"joynal061214","10100806","4","0","0","4"
"joyoyao","4859506","83","109","142","30"
"joyprincy","20165743","1","0","0","1"
"joyshabiaoqing","20023291","6","3","54","5"
"joysoi","13057917","15","2","3","15"
"JozefUlicny","19923155","15","0","0","16"
"jozinzbazin12","12720691","9","0","0","10"
"jp1017","7868514","191","104","125","30"
"jpablotaborda","20865082","2","0","0","0"
"jpalmows","13800906","7","0","0","7"
"jpalvarezl","11056031","6","0","0","16"
"jparandamx","20914788","3","0","0","0"
"jparkhurst3","14115185","12","0","0","14"
"jparro00","11259046","6","1","0","6"
"jpaul51","22674982","8","0","0","0"
"jpauley16","16764490","7","0","0","8"
"JPaveg","14274863","14","0","4","14"
"jpavlek","1076376","7","0","2","10"
"jpchebs","20938027","1","1","1","0"
"jpcordeiro","12467715","9","2","2","12"
"Jpdunczu","16613627","1","0","1","3"
"jpedretti","8119758","6","1","0","10"
"jpedrofv","14935472","3","1","1","3"
"jpedrotm","12083216","6","18","19","13"
"jpeg26","20364846","5","3","1","6"
"jperiapandi","5300562","7","1","1","7"
"jphabber","20459376","2","0","0","2"
"jphacks","10176253","191","0","0","0"
"jpinkstone","22138079","1","0","0","0"
"JPL-IMCE","20934377","25","0","0","0"
"jplants","9423482","2","1","1","3"
"Jpobrien","17034913","5","0","0","8"
"jpranjal","22127198","5","0","0","0"
"jprante","635745","97","236","0","30"
"jprend","1771030","5","0","0","5"
"JPrivateLL","22255362","1","0","0","0"
"jprivillaso","1645629","56","20","34","30"
"jpsuen","20306289","7","1","0","7"
"jpvelsamy","11708768","8","2","0","8"
"jpyall10","12879136","12","0","0","12"
"jqgu","18270144","4","0","0","4"
"jqj8595","20781377","2","0","0","0"
"jqn","9710893","150","3","38","30"
"jr-","1646375","2","1","4","3"
"jr-benitezc","20824428","8","2","2","0"
"jrachele","23142073","2","0","0","0"
"jrAlex","6191924","11","1","0","11"
"jramirezdev","7521787","5","1","1","5"
"jrbala84","20515730","2","0","0","2"
"jrbudda","1927235","17","14","0","20"
"jrcforever","13216872","6","4","0","9"
"jrcloud","23309589","1","0","0","1"
"jrcs1710","12429423","6","1","0","6"
"JRDG","21694006","1","0","0","0"
"JRed1989","13484733","86","0","0","30"
"JReFrameworker","20580982","3","0","0","0"
"jrflga","3507471","43","19","11","30"
"jrfoxw","13408697","32","0","0","29"
"jrivas2","22642480","2","1","0","0"
"jrjsjtu","11752977","3","0","0","3"
"jrmahuli","18416225","27","0","1","27"
"jrmatos","7826684","20","10","13","22"
"jrotl","20975847","2","0","0","0"
"jrottersman","6844268","25","1","6","30"
"jrrnjs","17059802","3","0","0","3"
"jrudi","17481085","7","0","0","7"
"js-99","22252026","1","0","0","0"
"jsaerom","20761433","90","18","36","0"
"jsalomon","8493835","2","3","1","2"
"JSBACH100","15144130","9","3","2","10"
"jsbond","8233909","9","0","0","10"
"Jscroa","8936787","21","0","1","21"
"jserodio","5813094","20","7","4","23"
"jshargrave","14623411","2","0","0","3"
"jshill96","14927812","28","0","0","29"
"jshingler","34078","21","11","6","29"
"jsinapov","7945923","6","0","0","22"
"jsissler","22014646","2","0","0","0"
"jsjlewis96","22498360","5","2","2","1"
"jsjxhj","8329613","17","0","0","17"
"jsmith613","17132257","7","0","0","13"
"jsn7033","14072486","2","0","0","1"
"jsntxzx","1661695","17","7","24","30"
"Jsolegend","23181938","3","0","0","0"
"Jsonliang","20066829","17","0","0","17"
"jsonlog","10903281","1","0","0","2"
"jspower74","20085746","3","0","3","4"
"jsroyal","10773353","39","2","4","30"
"jstzwj","13167278","21","4","18","24"
"jsvitek","8030217","2","1","1","3"
"jsw2060","16643785","12","0","0","19"
"JSWilProf","19787516","3","2","0","3"
"jsy501","22947365","1","0","0","1"
"jszczygiel","2550372","21","13","7","30"
"jszuslik","8433182","13","0","1","14"
"jt19880807","13884210","3","0","0","3"
"jtan4nih","18248502","5","0","0","5"
"jtb-javacc","23315743","1","0","0","0"
"JTBotte","20822433","1","0","0","0"
"JTianyi","20388958","10","0","0","10"
"jtonnelier","4486632","6","0","0","7"
"jtorkkeli","10242231","1","0","0","1"
"jtorres36","22224628","1","0","0","0"
"jtourlamain","4492271","12","0","3","12"
"jtreglos","20415120","8","0","0","8"
"jtrent238","10227394","117","2","1","30"
"Jtreu","4663063","11","2","9","12"
"jtrollkarl","5025614","16","0","2","12"
"jturner65","1093953","20","6","9","27"
"jtwalker","4063118","3","0","0","3"
"juakotorres","18192927","3","0","0","4"
"juanben","12518471","12","1","0","15"
"juanbiondi","2000585","2","2","0","3"
"JuanBMMontesinos","8560870","9","0","0","9"
"juancamilo02","21272626","13","0","0","0"
"juancamilowong","16667782","6","0","0","6"
"juancarlosaviles","21242362","1","0","0","0"
"juancarperez","19822117","3","0","0","3"
"Juanchobanano","13140246","21","1","0","25"
"juancstlm","9149232","6","0","1","6"
"JuanCuyulCuyul","15934411","8","3","6","11"
"juandanielch","22798028","2","0","0","0"
"JuanDanielCR","8940773","43","25","17","28"
"Juandeyby","9203441","6","0","0","6"
"juanfrans-courses","14127590","6","0","0","0"
"juanguigcs","20957052","14","0","1","0"
"Juanjofp","446496","11","7","12","30"
"juanjomendez","5502405","5","0","0","5"
"juanka588","8130107","11","0","1","14"
"juanpa097","15882623","7","3","0","10"
"juanpomares","16352841","3","0","0","3"
"juanrubioutah","20634536","2","0","0","2"
"JuanSergio","22232042","5","3","7","0"
"juantejedavz","13800787","16","0","1","16"
"jubb42","12004621","5","1","1","7"
"JubbeArt","11950747","8","1","1","13"
"JubinationTeam","20211460","2","0","0","0"
"Jubrasoft","20617216","1","0","0","0"
"jucemard","12467750","6","5","11","6"
"Juchgs","17598560","3","0","0","10"
"judeeofficial","22033809","5","0","0","0"
"judenkirobotics","18564669","5","3","0","6"
"judit0310","18208361","4","0","2","6"
"Juffik","11698764","21","1","0","22"
"Jugendhackt","5402446","85","0","0","0"
"jugevents","19934096","1","0","0","0"
"jugnuagrawal","15513990","18","0","0","24"
"jugrajsingh","7789490","16","0","0","18"
"jugsaar","4954574","36","0","0","1"
"juhisoni4","22715738","1","0","0","0"
"juhojo","9413310","7","0","0","10"
"JuiceboxSingularity","4119716","6","0","0","7"
"juilyoon","516726","253","12","24","30"
"Jukelips","15770376","3","0","0","3"
"JuL1205","5545575","37","8","1","10"
"julensantirso","22750528","1","0","0","0"
"JulesSauvinet","9960155","12","0","1","13"
"juleswhite","1421909","19","205","1","30"
"JuliaAlves","20904535","2","0","0","0"
"julian6866","20746336","7","0","1","0"
"JulianBD","10326470","10","0","0","10"
"JulianCurrie","1249235","12","4","17","7"
"JulianJason","10151729","8","2","0","11"
"JulianoZ","7816712","3","1","0","4"
"julianpistorius","742633","144","27","148","30"
"julianrojasm","13258044","4","0","0","5"
"julianschulte","14196430","5","0","0","7"
"julie4886","12961724","25","0","0","25"
"JulielJordao","11322137","5","0","0","5"
"julienkosinski","2862691","13","1","9","20"
"julienlancelot","370769","3","4","0","15"
"JulienMrgrd","11616517","13","2","8","15"
"julienremydev","17847715","11","0","0","12"
"juliettecoia","20518801","6","0","0","9"
"julioberina","16037013","13","2","0","17"
"juliocesarbl","19962799","20","0","0","20"
"julioleitao","5291160","54","22","22","30"
"JulioMochilas","20426680","2","0","0","2"
"julioortizpol","22227800","10","0","0","1"
"juliosibaja","18450406","2","0","0","2"
"juliowebdeveloper","13834922","12","0","0","13"
"JuliusDauksas","5813592","4","1","0","6"
"juliusmh","7480158","6","2","4","8"
"july2016codepathgroup2","20916118","2","0","0","0"
"JulyL1","10042487","4","0","4","4"
"JULYRAINING","13998761","30","0","1","30"
"julytn","5573119","9","2","4","11"
"JumpingYang001","16585827","16","9","3","18"
"jumproper","13262754","2","0","0","3"
"jun159","12390140","22","7","9","28"
"junaidjp","15367563","64","1","0","26"
"junDev0","19832164","15","11","2","15"
"June0611","16040781","9","0","0","9"
"june13u","11692224","5","0","0","5"
"junejin","20753855","1","1","0","0"
"junerver","13448219","10","1","10","10"
"junetou","20861843","3","0","0","0"
